transaction_id,transaction_date,customer_id,customer_gender,customer_age_group,customer_segment,product_id,product_name,category,brand,quantity,unit_price,discount_pct,sales_amount,payment_method,sales_channel,region
T0039675,2025-11-27,C019522,Male,45-54,Returning,P1060,Sunscreen,Beauty,Brand 3,1,166.04,0,166.04,Debit Card,Online,Central
T0039676,2024-11-20,C017136,Other,35-44,VIP,P1087,Running Shoes,Sports,Brand 3,1,366.16,10,329.54,Cash,Online,Central
T0039677,2025-10-08,C019789,Female,55+,Loyal,P1047,Shampoo,Beauty,Brand 2,2,159.3,15,270.81,PayPal,Mobile App,Central
T0039678,2024-12-11,C024473,Other,35-44,Loyal,P1117,Textbook,Books,Brand 3,2,402.82,25,604.23,PayPal,In-Store,East
T0039679,2024-04-05,C021177,Female,45-54,New,P1034,Bread,Groceries,Brand 1,1,474.7,0,474.7,Gift Card,Online,South
T0039680,2024-11-14,C003602,Other,25-34,Returning,P1065,Lamp,Home,Brand 2,1,144.06,0,144.06,Debit Card,Mobile App,East
T0039681,2024-05-27,C003643,Other,35-44,VIP,P1025,Dress,Clothing,Brand 1,2,230.75,0,461.5,Cash,Online,Central
T0039682,2025-08-19,C024781,Other,35-44,VIP,P1027,Dress,Clothing,Brand 3,1,103.84,5,98.65,Gift Card,Mobile App,East
T0039683,2024-05-27,C006020,Other,25-34,New,P1094,Toy Car,Toys,Brand 1,2,282.83,5,537.38,Cash,Mobile App,North
T0039684,2024-06-09,C023753,Female,25-34,New,P1025,Dress,Clothing,Brand 1,1,230.75,5,219.21,PayPal,Mobile App,North
T0039685,2025-01-03,C021324,Female,45-54,VIP,P1069,Cookware Set,Home,Brand 3,1,41.9,0,41.9,Debit Card,In-Store,South
T0039686,2024-11-26,C000777,Other,25-34,New,P1020,Jeans,Clothing,Brand 2,1,149.16,0,149.16,Debit Card,In-Store,West
T0039687,2025-03-10,C017058,Female,18-24,New,P1002,Smartphone,Electronics,Brand 2,1,475.6,0,475.6,Credit Card,Mobile App,South
T0039688,2025-02-14,C018644,Other,35-44,Returning,P1119,Children Book,Books,Brand 2,1,446.82,0,446.82,Debit Card,Online,North
T0039689,2024-09-10,C023057,Other,35-44,New,P1023,Jacket,Clothing,Brand 2,5,149.61,0,748.05,Gift Card,In-Store,North
T0039690,2024-04-15,C019866,Other,35-44,Returning,P1065,Lamp,Home,Brand 2,1,144.06,0,144.06,Debit Card,Online,South
T0039691,2025-09-20,C000427,Other,35-44,VIP,P1015,Bluetooth Speaker,Electronics,Brand 3,1,95.0,0,95.0,Cash,In-Store,East
T0039692,2025-06-10,C004003,Male,18-24,VIP,P1065,Lamp,Home,Brand 2,2,144.06,10,259.31,Credit Card,In-Store,Central
T0039693,2024-12-21,C020263,Female,35-44,VIP,P1032,Milk,Groceries,Brand 2,5,89.41,0,447.05,PayPal,Online,East
T0039694,2024-10-18,C007335,Female,35-44,Loyal,P1041,Coffee,Groceries,Brand 2,1,65.41,15,55.6,Debit Card,Online,Central
T0039695,2024-04-14,C003435,Other,35-44,Loyal,P1058,Sunscreen,Beauty,Brand 1,1,102.01,10,91.81,Debit Card,Mobile App,East
T0039696,2024-11-17,C006496,Male,55+,Loyal,P1004,Headphones,Electronics,Brand 1,1,301.34,0,301.34,Credit Card,Online,East
T0039697,2025-11-10,C016438,Male,35-44,Returning,P1023,Jacket,Clothing,Brand 2,4,149.61,0,598.44,PayPal,Online,Central
T0039698,2024-04-19,C001843,Male,45-54,VIP,P1060,Sunscreen,Beauty,Brand 3,1,166.04,0,166.04,Cash,In-Store,North
T0039699,2025-12-28,C014049,Other,25-34,Loyal,P1049,Moisturizer,Beauty,Brand 1,1,275.62,25,206.72,Debit Card,Online,East
T0039700,2024-04-07,C001486,Female,25-34,Returning,P1055,Perfume,Beauty,Brand 1,1,300.96,0,300.96,Cash,Mobile App,West
T0039701,2025-11-20,C013660,Female,35-44,New,P1093,Puzzle,Toys,Brand 3,1,381.59,0,381.59,PayPal,In-Store,West
T0039702,2024-02-06,C019926,Male,55+,Loyal,P1074,Towel,Home,Brand 2,1,408.65,5,388.22,Debit Card,Online,North
T0039703,2025-02-06,C001078,Other,35-44,VIP,P1075,Towel,Home,Brand 3,1,354.89,0,354.89,Debit Card,Online,South
T0039704,2025-06-15,C009692,Female,45-54,VIP,P1024,Jacket,Clothing,Brand 3,2,186.35,0,372.7,Credit Card,Mobile App,North
T0039705,2024-08-21,C019571,Male,45-54,Loyal,P1029,Sneakers,Clothing,Brand 2,2,298.25,15,507.02,Credit Card,Online,East
T0039706,2025-04-09,C018477,Other,55+,New,P1014,Bluetooth Speaker,Electronics,Brand 2,5,110.11,0,550.55,Credit Card,Mobile App,West
T0039707,2025-10-19,C020906,Female,18-24,Returning,P1050,Moisturizer,Beauty,Brand 2,1,96.5,0,96.5,Cash,Mobile App,Central
T0039708,2024-08-10,C005528,Male,18-24,VIP,P1114,Notebook,Books,Brand 3,1,405.02,20,324.02,PayPal,Mobile App,Central
T0039709,2025-10-25,C003965,Other,25-34,VIP,P1010,Smartwatch,Electronics,Brand 1,1,355.5,0,355.5,Cash,Mobile App,West
T0039710,2025-07-10,C010086,Male,25-34,Returning,P1116,Textbook,Books,Brand 2,1,436.37,5,414.55,Cash,Online,East
T0039711,2024-05-07,C016945,Male,25-34,Loyal,P1001,Smartphone,Electronics,Brand 1,2,190.4,15,323.68,Cash,Mobile App,West
T0039712,2025-04-14,C017396,Female,18-24,Returning,P1108,Novel,Books,Brand 3,1,379.0,10,341.1,Gift Card,Online,East
T0039713,2024-07-23,C013556,Other,25-34,New,P1112,Notebook,Books,Brand 1,1,84.8,15,72.08,Gift Card,Mobile App,South
T0039714,2024-10-19,C018857,Male,45-54,New,P1060,Sunscreen,Beauty,Brand 3,1,166.04,0,166.04,Credit Card,In-Store,South
T0039715,2024-11-12,C022522,Male,25-34,Returning,P1048,Shampoo,Beauty,Brand 3,1,262.43,10,236.19,Credit Card,In-Store,East
T0039716,2024-10-26,C016097,Female,18-24,Returning,P1062,Bedsheet,Home,Brand 2,1,139.32,0,139.32,Credit Card,Online,Central
T0039717,2025-04-12,C008781,Female,25-34,Returning,P1065,Lamp,Home,Brand 2,4,144.06,0,576.24,Cash,Online,East
T0039718,2025-09-25,C022929,Female,18-24,VIP,P1083,Dumbbells,Sports,Brand 2,5,168.79,0,843.95,PayPal,Mobile App,East
T0039719,2024-05-07,C024618,Male,55+,New,P1042,Coffee,Groceries,Brand 3,1,250.11,10,225.1,PayPal,Mobile App,North
T0039720,2025-07-14,C002063,Female,55+,New,P1119,Children Book,Books,Brand 2,1,446.82,0,446.82,Debit Card,In-Store,East
T0039721,2024-02-24,C016030,Other,18-24,Loyal,P1104,Building Blocks,Toys,Brand 2,2,256.74,0,513.48,Debit Card,In-Store,East
T0039722,2025-10-18,C017607,Other,35-44,New,P1068,Cookware Set,Home,Brand 2,2,402.09,0,804.18,Gift Card,Mobile App,Central
T0039723,2024-04-17,C024894,Male,35-44,Returning,P1018,T-Shirt,Clothing,Brand 3,1,264.75,0,264.75,Debit Card,Online,South
T0039724,2025-08-19,C014138,Female,55+,Returning,P1101,Doll,Toys,Brand 2,2,20.56,10,37.01,Debit Card,Mobile App,West
T0039725,2024-08-10,C012175,Other,35-44,Returning,P1073,Towel,Home,Brand 1,1,7.73,0,7.73,Gift Card,Online,East
T0039726,2024-06-23,C015669,Female,18-24,New,P1114,Notebook,Books,Brand 3,1,405.02,10,364.52,Gift Card,In-Store,South
T0039727,2024-01-08,C005924,Male,45-54,Loyal,P1092,Puzzle,Toys,Brand 2,1,358.06,0,358.06,PayPal,Mobile App,Central
T0039728,2024-07-11,C016887,Other,35-44,VIP,P1067,Cookware Set,Home,Brand 1,5,74.76,20,299.04,Cash,Mobile App,North
T0039729,2025-09-29,C002512,Male,45-54,Loyal,P1074,Towel,Home,Brand 2,1,408.65,10,367.78,Debit Card,Mobile App,West
T0039730,2024-12-18,C020585,Female,18-24,Loyal,P1057,Perfume,Beauty,Brand 3,1,48.8,0,48.8,PayPal,In-Store,South
T0039731,2025-08-23,C000260,Other,35-44,Returning,P1010,Smartwatch,Electronics,Brand 1,2,355.5,0,711.0,Gift Card,Online,South
T0039732,2025-09-27,C018273,Female,55+,New,P1070,Storage Box,Home,Brand 1,1,493.51,5,468.83,Credit Card,In-Store,North
T0039733,2025-11-28,C005721,Female,45-54,Returning,P1083,Dumbbells,Sports,Brand 2,1,168.79,0,168.79,Gift Card,In-Store,South
T0039734,2025-11-27,C014785,Other,45-54,New,P1057,Perfume,Beauty,Brand 3,1,48.8,0,48.8,Debit Card,In-Store,North
T0039735,2025-08-21,C006617,Female,18-24,VIP,P1009,Laptop,Electronics,Brand 3,2,302.55,0,605.1,Credit Card,Mobile App,North
T0039736,2024-11-10,C003816,Male,25-34,Returning,P1025,Dress,Clothing,Brand 1,1,230.75,0,230.75,Cash,Mobile App,North
T0039737,2025-03-08,C008774,Other,35-44,Loyal,P1110,Cookbook,Books,Brand 2,1,43.11,0,43.11,Debit Card,Online,Central
T0039738,2024-09-01,C015538,Other,45-54,Returning,P1051,Moisturizer,Beauty,Brand 3,1,484.94,0,484.94,Credit Card,Online,West
T0039739,2025-12-15,C022000,Female,25-34,VIP,P1003,Smartphone,Electronics,Brand 3,2,367.34,25,551.01,Credit Card,In-Store,West
T0039740,2024-05-17,C007286,Male,45-54,VIP,P1024,Jacket,Clothing,Brand 3,2,186.35,0,372.7,Cash,In-Store,East
T0039741,2025-07-13,C010100,Female,55+,Returning,P1084,Dumbbells,Sports,Brand 3,2,36.46,10,65.63,Gift Card,Mobile App,North
T0039742,2025-01-14,C020293,Other,55+,Loyal,P1112,Notebook,Books,Brand 1,1,84.8,0,84.8,Cash,Online,East
T0039743,2024-12-10,C001001,Male,35-44,VIP,P1088,Water Bottle,Sports,Brand 1,1,320.59,0,320.59,PayPal,Online,East
T0039744,2025-12-06,C021563,Male,25-34,Returning,P1100,Doll,Toys,Brand 1,1,58.41,0,58.41,Gift Card,Online,West
T0039745,2024-07-27,C003123,Male,45-54,Returning,P1094,Toy Car,Toys,Brand 1,1,282.83,10,254.55,Gift Card,Online,East
T0039746,2024-02-23,C001687,Female,25-34,Returning,P1118,Children Book,Books,Brand 1,1,97.35,0,97.35,Gift Card,Mobile App,East
T0039747,2024-03-24,C014730,Female,35-44,VIP,P1023,Jacket,Clothing,Brand 2,2,149.61,0,299.22,Gift Card,Mobile App,East
T0039748,2025-04-13,C023731,Other,55+,Returning,P1081,Football,Sports,Brand 3,1,432.24,0,432.24,Credit Card,In-Store,South
T0039749,2024-03-06,C021943,Female,18-24,Loyal,P1041,Coffee,Groceries,Brand 2,1,65.41,5,62.14,Cash,In-Store,West
T0039750,2025-02-07,C018425,Other,18-24,VIP,P1046,Shampoo,Beauty,Brand 1,1,332.95,10,299.65,Debit Card,Mobile App,West
T0039751,2024-02-04,C004057,Female,55+,Loyal,P1105,Building Blocks,Toys,Brand 3,1,454.25,20,363.4,Credit Card,Online,Central
T0039752,2025-02-09,C015807,Male,45-54,New,P1063,Bedsheet,Home,Brand 3,4,415.23,0,1660.92,Credit Card,Mobile App,Central
T0039753,2025-11-19,C024526,Female,35-44,New,P1100,Doll,Toys,Brand 1,1,58.41,0,58.41,Credit Card,Online,South
T0039754,2025-03-04,C024051,Other,45-54,New,P1077,Yoga Mat,Sports,Brand 2,1,386.78,0,386.78,Gift Card,Online,East
T0039755,2024-04-11,C012283,Other,55+,Returning,P1059,Sunscreen,Beauty,Brand 2,1,27.39,0,27.39,Debit Card,Mobile App,West
T0039756,2024-12-24,C000837,Other,55+,New,P1100,Doll,Toys,Brand 1,1,58.41,5,55.49,Gift Card,Online,Central
T0039757,2024-11-11,C017767,Male,45-54,Loyal,P1093,Puzzle,Toys,Brand 3,1,381.59,0,381.59,Credit Card,Mobile App,West
T0039758,2024-01-29,C016318,Male,18-24,New,P1029,Sneakers,Clothing,Brand 2,1,298.25,10,268.43,Debit Card,In-Store,South
T0039759,2024-06-30,C014269,Other,35-44,VIP,P1093,Puzzle,Toys,Brand 3,2,381.59,10,686.86,Debit Card,Mobile App,South
T0039760,2025-09-06,C018364,Female,25-34,Returning,P1043,Cereal,Groceries,Brand 1,5,22.02,0,110.1,Debit Card,Mobile App,West
T0039761,2024-01-30,C014313,Other,45-54,New,P1100,Doll,Toys,Brand 1,1,58.41,20,46.73,Debit Card,Mobile App,East
T0039762,2025-08-14,C021945,Other,35-44,New,P1104,Building Blocks,Toys,Brand 2,1,256.74,15,218.23,PayPal,Mobile App,North
T0039763,2025-08-01,C023166,Male,55+,VIP,P1120,Children Book,Books,Brand 3,1,271.97,25,203.98,PayPal,In-Store,North
T0039764,2024-09-24,C016245,Other,18-24,Returning,P1090,Water Bottle,Sports,Brand 3,1,238.75,0,238.75,Debit Card,In-Store,South
T0039765,2025-05-09,C010079,Male,55+,New,P1051,Moisturizer,Beauty,Brand 3,1,484.94,0,484.94,Credit Card,Mobile App,East
T0039766,2025-12-28,C023902,Male,55+,Loyal,P1030,Sneakers,Clothing,Brand 3,3,27.99,0,83.97,Gift Card,In-Store,Central
T0039767,2024-05-17,C002160,Male,18-24,Loyal,P1084,Dumbbells,Sports,Brand 3,2,36.46,10,65.63,Debit Card,Mobile App,Central
T0039768,2025-03-10,C013819,Female,35-44,New,P1058,Sunscreen,Beauty,Brand 1,1,102.01,25,76.51,Cash,In-Store,Central
T0039769,2025-09-29,C007943,Other,55+,New,P1117,Textbook,Books,Brand 3,4,402.82,5,1530.72,Gift Card,Online,South
T0039770,2025-02-21,C009025,Other,25-34,Returning,P1041,Coffee,Groceries,Brand 2,5,65.41,0,327.05,Gift Card,Mobile App,North
T0039771,2025-01-11,C013066,Male,45-54,New,P1014,Bluetooth Speaker,Electronics,Brand 2,1,110.11,0,110.11,Debit Card,Mobile App,North
T0039772,2024-09-02,C018199,Male,18-24,VIP,P1080,Football,Sports,Brand 2,4,62.36,5,236.97,Cash,Mobile App,West
T0039773,2024-11-17,C018974,Female,35-44,New,P1102,Doll,Toys,Brand 3,4,320.02,0,1280.08,PayPal,Online,North
T0039774,2024-02-29,C013583,Female,35-44,VIP,P1068,Cookware Set,Home,Brand 2,1,402.09,0,402.09,Cash,Mobile App,West
T0039775,2024-10-01,C014914,Female,25-34,Returning,P1119,Children Book,Books,Brand 2,1,446.82,15,379.8,Cash,In-Store,East
T0039776,2024-09-30,C019462,Other,25-34,Returning,P1040,Coffee,Groceries,Brand 1,1,222.88,10,200.59,Credit Card,In-Store,West
T0039777,2024-11-07,C011616,Other,35-44,Returning,P1056,Perfume,Beauty,Brand 2,1,461.33,0,461.33,Debit Card,Online,South
T0039778,2025-12-06,C002247,Female,55+,VIP,P1098,Board Game,Toys,Brand 2,2,216.63,0,433.26,Credit Card,Online,West
T0039779,2025-08-30,C001440,Other,35-44,VIP,P1051,Moisturizer,Beauty,Brand 3,4,484.94,0,1939.76,PayPal,In-Store,South
T0039780,2025-07-09,C011518,Other,45-54,Returning,P1095,Toy Car,Toys,Brand 2,1,386.63,10,347.97,Gift Card,Online,Central
T0039781,2024-04-06,C010994,Female,35-44,New,P1090,Water Bottle,Sports,Brand 3,2,238.75,30,334.25,PayPal,In-Store,North
T0039782,2024-02-15,C005546,Male,35-44,Returning,P1051,Moisturizer,Beauty,Brand 3,3,484.94,0,1454.82,Cash,Mobile App,South
T0039783,2024-09-08,C023173,Female,18-24,Returning,P1054,Lipstick,Beauty,Brand 3,1,447.94,0,447.94,PayPal,In-Store,South
T0039784,2024-11-12,C011674,Other,25-34,Returning,P1082,Dumbbells,Sports,Brand 1,1,313.53,0,313.53,PayPal,In-Store,Central
T0039785,2024-08-26,C011463,Male,45-54,Returning,P1104,Building Blocks,Toys,Brand 2,2,256.74,15,436.46,Debit Card,Online,South
T0039786,2025-04-16,C005670,Female,55+,Loyal,P1106,Novel,Books,Brand 1,5,128.4,0,642.0,Credit Card,Online,West
T0039787,2025-12-15,C017565,Male,25-34,New,P1062,Bedsheet,Home,Brand 2,1,139.32,5,132.35,Gift Card,Mobile App,East
T0039788,2025-10-13,C019192,Other,35-44,Returning,P1045,Cereal,Groceries,Brand 3,1,133.1,0,133.1,Debit Card,Online,North
T0039789,2024-11-02,C005318,Female,18-24,New,P1047,Shampoo,Beauty,Brand 2,1,159.3,20,127.44,Gift Card,Online,North
T0039790,2024-05-16,C021623,Female,18-24,Loyal,P1095,Toy Car,Toys,Brand 2,2,386.63,5,734.6,Debit Card,Online,West
T0039791,2025-09-17,C018881,Male,25-34,Loyal,P1044,Cereal,Groceries,Brand 2,2,455.11,0,910.22,Cash,In-Store,East
T0039792,2025-12-11,C010164,Female,45-54,VIP,P1011,Smartwatch,Electronics,Brand 2,1,15.19,0,15.19,Debit Card,Mobile App,South
T0039793,2025-12-21,C010130,Female,25-34,Returning,P1061,Bedsheet,Home,Brand 1,2,197.4,0,394.8,Gift Card,Online,East
T0039794,2025-12-15,C012377,Female,55+,Loyal,P1042,Coffee,Groceries,Brand 3,2,250.11,0,500.22,Cash,Mobile App,West
T0039795,2025-03-20,C003547,Female,45-54,Loyal,P1056,Perfume,Beauty,Brand 2,1,461.33,15,392.13,PayPal,In-Store,West
T0039796,2025-07-07,C007445,Female,25-34,VIP,P1054,Lipstick,Beauty,Brand 3,1,447.94,0,447.94,Gift Card,Online,North
T0039797,2024-01-01,C002984,Female,45-54,New,P1046,Shampoo,Beauty,Brand 1,3,332.95,5,948.91,Debit Card,Mobile App,East
T0039798,2025-11-10,C015152,Male,25-34,VIP,P1114,Notebook,Books,Brand 3,1,405.02,0,405.02,Debit Card,Online,Central
T0039799,2024-01-21,C015999,Other,35-44,VIP,P1007,Laptop,Electronics,Brand 1,1,33.75,0,33.75,Gift Card,Online,North
T0039800,2025-11-04,C013354,Female,35-44,VIP,P1016,T-Shirt,Clothing,Brand 1,1,95.79,20,76.63,Debit Card,Mobile App,North
T0039801,2025-05-04,C006659,Other,45-54,Loyal,P1055,Perfume,Beauty,Brand 1,1,300.96,0,300.96,Credit Card,In-Store,Central
T0039802,2025-06-10,C009055,Female,55+,Loyal,P1054,Lipstick,Beauty,Brand 3,1,447.94,0,447.94,Cash,Mobile App,North
T0039803,2025-03-05,C012280,Other,45-54,Returning,P1106,Novel,Books,Brand 1,1,128.4,0,128.4,Gift Card,In-Store,South
T0039804,2024-02-06,C018026,Other,25-34,Loyal,P1009,Laptop,Electronics,Brand 3,1,302.55,5,287.42,Gift Card,Mobile App,East
T0039805,2024-04-16,C000368,Female,18-24,VIP,P1099,Board Game,Toys,Brand 3,2,17.58,30,24.61,PayPal,In-Store,North
T0039806,2024-08-05,C001981,Female,55+,New,P1111,Cookbook,Books,Brand 3,2,148.43,25,222.65,Credit Card,Mobile App,Central
T0039807,2024-06-28,C015186,Male,25-34,New,P1106,Novel,Books,Brand 1,1,128.4,0,128.4,PayPal,In-Store,West
T0039808,2024-07-11,C012280,Other,35-44,Loyal,P1054,Lipstick,Beauty,Brand 3,1,447.94,0,447.94,PayPal,In-Store,North
T0039809,2024-08-30,C006611,Male,25-34,Loyal,P1045,Cereal,Groceries,Brand 3,2,133.1,0,266.2,PayPal,Online,East
T0039810,2025-12-26,C018834,Other,55+,VIP,P1097,Board Game,Toys,Brand 1,1,263.75,0,263.75,Debit Card,Online,Central
T0039811,2025-05-14,C023459,Female,45-54,New,P1012,Smartwatch,Electronics,Brand 3,1,485.11,0,485.11,Cash,Online,Central
T0039812,2024-09-27,C009503,Female,45-54,New,P1062,Bedsheet,Home,Brand 2,1,139.32,0,139.32,Debit Card,Mobile App,Central
T0039813,2025-12-02,C024827,Other,25-34,New,P1073,Towel,Home,Brand 1,3,7.73,0,23.19,Debit Card,In-Store,North
T0039814,2025-02-21,C021382,Female,25-34,Loyal,P1109,Cookbook,Books,Brand 1,1,118.26,0,118.26,PayPal,In-Store,East
T0039815,2024-11-15,C005936,Male,45-54,Loyal,P1027,Dress,Clothing,Brand 3,1,103.84,0,103.84,Gift Card,Mobile App,Central
T0039816,2024-09-11,C019607,Other,45-54,Returning,P1033,Milk,Groceries,Brand 3,2,37.2,25,55.8,PayPal,Online,West
T0039817,2024-02-24,C009852,Female,55+,Loyal,P1076,Yoga Mat,Sports,Brand 1,2,365.86,15,621.96,PayPal,In-Store,Central
T0039818,2024-09-14,C016998,Female,35-44,VIP,P1043,Cereal,Groceries,Brand 1,2,22.02,0,44.04,PayPal,Mobile App,Central
T0039819,2024-05-22,C020011,Other,25-34,New,P1001,Smartphone,Electronics,Brand 1,2,190.4,10,342.72,Credit Card,In-Store,Central
T0039820,2025-06-14,C015415,Male,35-44,VIP,P1038,Rice,Groceries,Brand 2,1,53.35,20,42.68,Gift Card,Online,East
T0039821,2025-04-26,C014929,Male,45-54,Returning,P1094,Toy Car,Toys,Brand 1,5,282.83,0,1414.15,PayPal,In-Store,East
T0039822,2025-11-04,C020094,Female,18-24,VIP,P1064,Lamp,Home,Brand 1,1,181.59,0,181.59,PayPal,In-Store,South
T0039823,2024-08-18,C000153,Other,45-54,Loyal,P1058,Sunscreen,Beauty,Brand 1,1,102.01,0,102.01,Debit Card,Mobile App,Central
T0039824,2025-11-28,C022157,Female,55+,New,P1007,Laptop,Electronics,Brand 1,1,33.75,0,33.75,Gift Card,In-Store,West
T0039825,2025-04-04,C007138,Female,18-24,VIP,P1095,Toy Car,Toys,Brand 2,2,386.63,5,734.6,Credit Card,Online,West
T0039826,2024-06-23,C006198,Female,25-34,New,P1025,Dress,Clothing,Brand 1,1,230.75,0,230.75,Gift Card,In-Store,West
T0039827,2025-03-13,C009616,Other,25-34,Loyal,P1104,Building Blocks,Toys,Brand 2,4,256.74,0,1026.96,Debit Card,Mobile App,North
T0039828,2024-05-23,C022969,Male,35-44,New,P1054,Lipstick,Beauty,Brand 3,1,447.94,0,447.94,Credit Card,Mobile App,West
T0039829,2024-08-27,C008919,Female,35-44,Loyal,P1054,Lipstick,Beauty,Brand 3,1,447.94,20,358.35,Debit Card,In-Store,North
T0039830,2024-11-26,C004587,Male,35-44,New,P1025,Dress,Clothing,Brand 1,2,230.75,0,461.5,Debit Card,Mobile App,West
T0039831,2025-04-22,C001325,Female,55+,Returning,P1021,Jeans,Clothing,Brand 3,2,307.87,0,615.74,Gift Card,Online,West
T0039832,2024-03-11,C020254,Female,35-44,Returning,P1089,Water Bottle,Sports,Brand 2,1,444.17,0,444.17,Gift Card,In-Store,West
T0039833,2024-03-25,C009440,Female,18-24,Returning,P1085,Running Shoes,Sports,Brand 1,1,158.94,0,158.94,Credit Card,Mobile App,North
T0039834,2025-04-01,C007165,Male,25-34,Returning,P1072,Storage Box,Home,Brand 3,1,103.36,0,103.36,Debit Card,In-Store,South
T0039835,2024-04-24,C022294,Other,55+,VIP,P1012,Smartwatch,Electronics,Brand 3,1,485.11,0,485.11,PayPal,Online,East
T0039836,2025-06-27,C006018,Male,18-24,VIP,P1113,Notebook,Books,Brand 2,1,465.2,0,465.2,Debit Card,In-Store,South
T0039837,2024-06-28,C001832,Male,45-54,Returning,P1062,Bedsheet,Home,Brand 2,3,139.32,0,417.96,PayPal,Mobile App,Central
T0039838,2024-08-12,C023035,Male,18-24,Loyal,P1035,Bread,Groceries,Brand 2,1,482.99,0,482.99,Debit Card,In-Store,West
T0039839,2024-06-04,C024076,Other,25-34,New,P1091,Puzzle,Toys,Brand 1,4,64.2,0,256.8,Cash,Online,North
T0039840,2025-04-13,C015530,Male,25-34,New,P1073,Towel,Home,Brand 1,1,7.73,0,7.73,Cash,Mobile App,North
T0039841,2025-12-07,C001885,Male,55+,Loyal,P1108,Novel,Books,Brand 3,3,379.0,0,1137.0,Credit Card,In-Store,West
T0039842,2025-07-16,C022793,Other,35-44,New,P1095,Toy Car,Toys,Brand 2,2,386.63,5,734.6,Credit Card,Mobile App,East
T0039843,2025-01-15,C020041,Other,18-24,Returning,P1019,Jeans,Clothing,Brand 1,1,218.81,15,185.99,Credit Card,Mobile App,South
T0039844,2024-04-12,C021087,Other,18-24,Loyal,P1026,Dress,Clothing,Brand 2,1,393.66,20,314.93,Gift Card,Mobile App,South
T0039845,2024-10-18,C017638,Male,55+,Loyal,P1062,Bedsheet,Home,Brand 2,2,139.32,15,236.84,Gift Card,In-Store,East
T0039846,2025-08-31,C020226,Female,25-34,New,P1019,Jeans,Clothing,Brand 1,1,218.81,0,218.81,Debit Card,In-Store,South
T0039847,2025-10-11,C006142,Male,35-44,VIP,P1013,Bluetooth Speaker,Electronics,Brand 1,1,417.06,0,417.06,Gift Card,Online,Central
T0039848,2025-06-18,C010133,Other,35-44,Loyal,P1041,Coffee,Groceries,Brand 2,1,65.41,20,52.33,Credit Card,In-Store,North
T0039849,2025-05-21,C012921,Other,45-54,VIP,P1092,Puzzle,Toys,Brand 2,2,358.06,15,608.7,Cash,In-Store,Central
T0039850,2025-04-22,C010723,Other,25-34,New,P1085,Running Shoes,Sports,Brand 1,1,158.94,5,150.99,Cash,Mobile App,West
T0039851,2024-11-18,C022228,Other,18-24,Returning,P1072,Storage Box,Home,Brand 3,1,103.36,20,82.69,Gift Card,In-Store,West
T0039852,2025-10-11,C007280,Female,55+,Returning,P1080,Football,Sports,Brand 2,2,62.36,0,124.72,Gift Card,Mobile App,Central
T0039853,2025-02-19,C020119,Other,55+,New,P1023,Jacket,Clothing,Brand 2,3,149.61,15,381.51,Cash,Mobile App,West
T0039854,2024-07-29,C018900,Female,18-24,VIP,P1030,Sneakers,Clothing,Brand 3,1,27.99,20,22.39,Debit Card,Mobile App,East
T0039855,2024-09-15,C021823,Other,55+,VIP,P1088,Water Bottle,Sports,Brand 1,1,320.59,0,320.59,PayPal,Online,West
T0039856,2025-04-08,C024179,Female,45-54,New,P1003,Smartphone,Electronics,Brand 3,1,367.34,15,312.24,PayPal,Online,East
T0039857,2025-06-05,C021487,Male,55+,Returning,P1050,Moisturizer,Beauty,Brand 2,1,96.5,20,77.2,Credit Card,Mobile App,Central
T0039858,2024-03-27,C024284,Other,25-34,Loyal,P1007,Laptop,Electronics,Brand 1,2,33.75,20,54.0,Cash,Mobile App,South
T0039859,2024-01-26,C018855,Female,55+,Returning,P1071,Storage Box,Home,Brand 2,4,387.26,20,1239.23,Debit Card,In-Store,Central
T0039860,2024-03-18,C005006,Male,45-54,Loyal,P1013,Bluetooth Speaker,Electronics,Brand 1,1,417.06,0,417.06,PayPal,Online,East
T0039861,2024-10-04,C014659,Male,55+,VIP,P1064,Lamp,Home,Brand 1,2,181.59,0,363.18,Cash,In-Store,East
T0039862,2024-08-24,C006656,Female,45-54,New,P1056,Perfume,Beauty,Brand 2,3,461.33,25,1037.99,Credit Card,Online,Central
T0039863,2025-04-25,C022380,Female,55+,New,P1085,Running Shoes,Sports,Brand 1,1,158.94,0,158.94,Cash,Mobile App,East
T0039864,2024-05-02,C022918,Male,18-24,Returning,P1042,Coffee,Groceries,Brand 3,2,250.11,10,450.2,Gift Card,Mobile App,West
T0039865,2024-12-26,C003572,Male,35-44,VIP,P1113,Notebook,Books,Brand 2,1,465.2,0,465.2,Cash,Mobile App,North
T0039866,2025-10-07,C001740,Male,55+,Returning,P1048,Shampoo,Beauty,Brand 3,1,262.43,5,249.31,Cash,Online,South
T0039867,2025-06-04,C000988,Other,55+,Returning,P1094,Toy Car,Toys,Brand 1,2,282.83,0,565.66,Credit Card,Mobile App,Central
T0039868,2025-09-12,C009733,Other,35-44,VIP,P1036,Bread,Groceries,Brand 3,1,405.16,0,405.16,Gift Card,Online,North
T0039869,2025-05-07,C012363,Other,18-24,VIP,P1112,Notebook,Books,Brand 1,1,84.8,15,72.08,PayPal,Mobile App,Central
T0039870,2025-09-30,C022338,Male,18-24,New,P1096,Toy Car,Toys,Brand 3,1,249.43,25,187.07,PayPal,In-Store,North
